subfield_id,subfield_name,field_id,field_name,window,min_citations,work_count
https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,84949
https://openalex.org/subfields/2739,"Public Health, Environmental and Occupational Health",https://openalex.org/fields/27,Medicine,2018_2020,cit5,108536
https://openalex.org/subfields/1208,Literature and Literary Theory,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,14291
https://openalex.org/subfields/1105,"Ecology, Evolution, Behavior and Systematics",https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,37679
https://openalex.org/subfields/2735,"Pediatrics, Perinatology and Child Health",https://openalex.org/fields/27,Medicine,2018_2020,cit5,45270
https://openalex.org/subfields/1311,Genetics,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,69514
https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,118398
https://openalex.org/subfields/2740,Pulmonary and Respiratory Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,108421
https://openalex.org/subfields/2303,Ecology,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,74996
https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,2018_2020,cit5,79055
https://openalex.org/subfields/1204,Archeology,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,12394
https://openalex.org/subfields/3203,Clinical Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,78397
https://openalex.org/subfields/2205,Civil and Structural Engineering,https://openalex.org/fields/22,Engineering,2018_2020,cit5,79317
https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,2018_2020,cit5,72018
https://openalex.org/subfields/1705,Computer Networks and Communications,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,69025
https://openalex.org/subfields/1408,Strategy and Management,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,42770
https://openalex.org/subfields/3308,Law,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,13771
https://openalex.org/subfields/1203,Language and Linguistics,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,18170
https://openalex.org/subfields/3314,Anthropology,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,11651
https://openalex.org/subfields/3207,Social Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,60754
https://openalex.org/subfields/2308,"Management, Monitoring, Policy and Law",https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,26293
https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,95661
https://openalex.org/subfields/2737,Physiology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,80125
https://openalex.org/subfields/2705,Cardiology and Cardiovascular Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,74241
https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,93306
https://openalex.org/subfields/2306,Global and Planetary Change,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,73506
https://openalex.org/subfields/2741,"Radiology, Nuclear Medicine and Imaging",https://openalex.org/fields/27,Medicine,2018_2020,cit5,62585
https://openalex.org/subfields/3316,Cultural Studies,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,10094
https://openalex.org/subfields/2211,Mechanics of Materials,https://openalex.org/fields/22,Engineering,2018_2020,cit5,62263
https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,2018_2020,cit5,47594
https://openalex.org/subfields/1106,Food Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,53397
https://openalex.org/subfields/2736,Pharmacology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,41466
https://openalex.org/subfields/2805,Cognitive Neuroscience,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,74570
https://openalex.org/subfields/1402,Accounting,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,32665
https://openalex.org/subfields/1908,Geophysics,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,37390
https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,44111
https://openalex.org/subfields/2212,Ocean Engineering,https://openalex.org/fields/22,Engineering,2018_2020,cit5,35861
https://openalex.org/subfields/2725,Infectious Diseases,https://openalex.org/fields/27,Medicine,2018_2020,cit5,71842
https://openalex.org/subfields/2403,Immunology,https://openalex.org/fields/24,Immunology and Microbiology,2018_2020,cit5,57239
https://openalex.org/subfields/3317,Demography,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,22489
https://openalex.org/subfields/2312,Water Science and Technology,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,49183
https://openalex.org/subfields/2105,"Renewable Energy, Sustainability and the Environment",https://openalex.org/fields/21,Energy,2018_2020,cit5,84272
https://openalex.org/subfields/1703,Computational Theory and Mathematics,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,30730
https://openalex.org/subfields/1212,Religious studies,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,4491
https://openalex.org/subfields/1304,Biophysics,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,9423
https://openalex.org/subfields/2712,"Endocrinology, Diabetes and Metabolism",https://openalex.org/fields/27,Medicine,2018_2020,cit5,42632
https://openalex.org/subfields/1910,Oceanography,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,23808
https://openalex.org/subfields/2734,Pathology and Forensic Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,44952
https://openalex.org/subfields/3104,Condensed Matter Physics,https://openalex.org/fields/31,Physics and Astronomy,2018_2020,cit5,19104
https://openalex.org/subfields/1911,Paleontology,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,12887
https://openalex.org/subfields/1803,Management Science and Operations Research,https://openalex.org/fields/18,Decision Sciences,2018_2020,cit5,34747
https://openalex.org/subfields/2305,Environmental Engineering,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,42145
https://openalex.org/subfields/1207,History and Philosophy of Science,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,4348
https://openalex.org/subfields/2215,Building and Construction,https://openalex.org/fields/22,Engineering,2018_2020,cit5,46448
https://openalex.org/subfields/1109,Insect Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,23362
https://openalex.org/subfields/2003,Finance,https://openalex.org/fields/20,"Economics, Econometrics and Finance",2018_2020,cit5,24910
https://openalex.org/subfields/1407,Organizational Behavior and Human Resource Management,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,26632
https://openalex.org/subfields/1802,Information Systems and Management,https://openalex.org/fields/18,Decision Sciences,2018_2020,cit5,14032
https://openalex.org/subfields/2728,Neurology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,42708
https://openalex.org/subfields/3205,Experimental and Cognitive Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,35327
https://openalex.org/subfields/2738,Psychiatry and Mental health,https://openalex.org/fields/27,Medicine,2018_2020,cit5,44230
https://openalex.org/subfields/2502,Biomaterials,https://openalex.org/fields/25,Materials Science,2018_2020,cit5,50480
https://openalex.org/subfields/2309,Nature and Landscape Conservation,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,23156
https://openalex.org/subfields/3322,Urban Studies,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,9968
https://openalex.org/subfields/1213,Visual Arts and Performing Arts,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,4213
https://openalex.org/subfields/3204,Developmental and Educational Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,30609
https://openalex.org/subfields/2209,Industrial and Manufacturing Engineering,https://openalex.org/fields/22,Engineering,2018_2020,cit5,27362
https://openalex.org/subfields/2307,"Health, Toxicology and Mutagenesis",https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,45429
https://openalex.org/subfields/2745,Rheumatology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,33593
https://openalex.org/subfields/2743,Reproductive Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,18771
https://openalex.org/subfields/1307,Cell Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,34889
https://openalex.org/subfields/1607,Spectroscopy,https://openalex.org/fields/16,Chemistry,2018_2020,cit5,23856
https://openalex.org/subfields/1209,Museology,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,3383
https://openalex.org/subfields/3318,Gender Studies,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,22300
https://openalex.org/subfields/2916,Nutrition and Dietetics,https://openalex.org/fields/29,Nursing,2018_2020,cit5,38063
https://openalex.org/subfields/1100,General Agricultural and Biological Sciences,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,15582
https://openalex.org/subfields/2302,Ecological Modeling,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,7193
https://openalex.org/subfields/1306,Cancer Research,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,53994
https://openalex.org/subfields/2804,Cellular and Molecular Neuroscience,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,30467
https://openalex.org/subfields/3109,Statistical and Nonlinear Physics,https://openalex.org/fields/31,Physics and Astronomy,2018_2020,cit5,26716
https://openalex.org/subfields/2304,Environmental Chemistry,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,21905
https://openalex.org/subfields/1404,Management Information Systems,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,23757
https://openalex.org/subfields/1406,Marketing,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,22456
https://openalex.org/subfields/2504,"Electronic, Optical and Magnetic Materials",https://openalex.org/fields/25,Materials Science,2018_2020,cit5,55098
https://openalex.org/subfields/2000,"General Economics, Econometrics and Finance",https://openalex.org/fields/20,"Economics, Econometrics and Finance",2018_2020,cit5,16137
https://openalex.org/subfields/1210,Music,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,3630
https://openalex.org/subfields/2613,Statistics and Probability,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,18917
https://openalex.org/subfields/3305,"Geography, Planning and Development",https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,8532
https://openalex.org/subfields/1205,Classics,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,1554
https://openalex.org/subfields/3315,Communication,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,17129
https://openalex.org/subfields/1604,Inorganic Chemistry,https://openalex.org/fields/16,Chemistry,2018_2020,cit5,29606
https://openalex.org/subfields/3311,Safety Research,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,17642
https://openalex.org/subfields/2604,Applied Mathematics,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,21972
https://openalex.org/subfields/2507,Polymers and Plastics,https://openalex.org/fields/25,Materials Science,2018_2020,cit5,33924
https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,2018_2020,cit5,7275
https://openalex.org/subfields/2707,Complementary and alternative medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,16247
https://openalex.org/subfields/2720,Hematology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,25406
https://openalex.org/subfields/1102,Agronomy and Crop Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,18401
https://openalex.org/subfields/1405,Management of Technology and Innovation,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,16722
https://openalex.org/subfields/2729,Obstetrics and Gynecology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,21207
https://openalex.org/subfields/2608,Geometry and Topology,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,12577
https://openalex.org/subfields/1706,Computer Science Applications,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,14492
https://openalex.org/subfields/2203,Automotive Engineering,https://openalex.org/fields/22,Engineering,2018_2020,cit5,31098
https://openalex.org/subfields/2310,Pollution,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,39378
https://openalex.org/subfields/3108,Radiation,https://openalex.org/fields/31,Physics and Astronomy,2018_2020,cit5,10806
https://openalex.org/subfields/1111,Soil Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,23543
https://openalex.org/subfields/2731,Ophthalmology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,22268
https://openalex.org/subfields/2708,Dermatology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,18177
https://openalex.org/subfields/3306,Health,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,23518
https://openalex.org/subfields/2213,"Safety, Risk, Reliability and Quality",https://openalex.org/fields/22,Engineering,2018_2020,cit5,14335
https://openalex.org/subfields/3313,Transportation,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,14235
https://openalex.org/subfields/2214,Media Technology,https://openalex.org/fields/22,Engineering,2018_2020,cit5,20007
https://openalex.org/subfields/1103,Animal Science and Zoology,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,18691
https://openalex.org/subfields/2808,Neurology,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,20470
https://openalex.org/subfields/2716,Genetics,https://openalex.org/fields/27,Medicine,2018_2020,cit5,23439
https://openalex.org/subfields/2711,Emergency Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,16985
https://openalex.org/subfields/2610,Mathematical Physics,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,10674
https://openalex.org/subfields/1804,"Statistics, Probability and Uncertainty",https://openalex.org/fields/18,Decision Sciences,2018_2020,cit5,13837
https://openalex.org/subfields/2311,Industrial and Manufacturing Engineering,https://openalex.org/fields/23,Environmental Science,2018_2020,cit5,16637
https://openalex.org/subfields/3300,General Social Sciences,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,2375
https://openalex.org/subfields/3004,Pharmacology,https://openalex.org/fields/30,"Pharmacology, Toxicology and Pharmaceutics",2018_2020,cit5,14171
https://openalex.org/subfields/1711,Signal Processing,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,21599
https://openalex.org/subfields/1206,Conservation,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,2913
https://openalex.org/subfields/3616,Speech and Hearing,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,9543
https://openalex.org/subfields/1104,Aquatic Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,13426
https://openalex.org/subfields/2732,Orthopedics and Sports Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,21847
https://openalex.org/subfields/3604,Emergency Medical Services,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,12136
https://openalex.org/subfields/1305,Biotechnology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,12713
https://openalex.org/subfields/2727,Nephrology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,18186
https://openalex.org/subfields/1602,Analytical Chemistry,https://openalex.org/fields/16,Chemistry,2018_2020,cit5,17892
https://openalex.org/subfields/2721,Hepatology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,19006
https://openalex.org/subfields/3310,Linguistics and Language,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,5747
https://openalex.org/subfields/3612,"Physical Therapy, Sports Therapy and Rehabilitation",https://openalex.org/fields/36,Health Professions,2018_2020,cit5,9485
https://openalex.org/subfields/1907,Geology,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,7748
https://openalex.org/subfields/3605,Health Information Management,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,7531
https://openalex.org/subfields/2405,Parasitology,https://openalex.org/fields/24,Immunology and Microbiology,2018_2020,cit5,14057
https://openalex.org/subfields/1906,Geochemistry and Petrology,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,8191
https://openalex.org/subfields/1904,Earth-Surface Processes,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,10081
https://openalex.org/subfields/1708,Hardware and Architecture,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,8683
https://openalex.org/subfields/3303,Development,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,5769
https://openalex.org/subfields/3404,Small Animals,https://openalex.org/fields/34,Veterinary,2018_2020,cit5,9873
https://openalex.org/subfields/1107,Forestry,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,4168
https://openalex.org/subfields/2404,Microbiology,https://openalex.org/fields/24,Immunology and Microbiology,2018_2020,cit5,11325
https://openalex.org/subfields/2742,Rehabilitation,https://openalex.org/fields/27,Medicine,2018_2020,cit5,13668
https://openalex.org/subfields/2508,"Surfaces, Coatings and Films",https://openalex.org/fields/25,Materials Science,2018_2020,cit5,11607
https://openalex.org/subfields/1303,Biochemistry,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,8213
https://openalex.org/subfields/3105,Instrumentation,https://openalex.org/fields/31,Physics and Astronomy,2018_2020,cit5,1871
https://openalex.org/subfields/3504,Oral Surgery,https://openalex.org/fields/35,Dentistry,2018_2020,cit5,13465
https://openalex.org/subfields/1310,Endocrinology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,7229
https://openalex.org/subfields/3609,Occupational Therapy,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,7068
https://openalex.org/subfields/3003,Pharmaceutical Science,https://openalex.org/fields/30,"Pharmacology, Toxicology and Pharmaceutics",2018_2020,cit5,13702
https://openalex.org/subfields/1709,Human-Computer Interaction,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,14047
https://openalex.org/subfields/3321,Public Administration,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,5999
https://openalex.org/subfields/2748,Urology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,9034
https://openalex.org/subfields/1308,Clinical Biochemistry,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,7152
https://openalex.org/subfields/3611,Pharmacy,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,4485
https://openalex.org/subfields/2715,Gastroenterology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,9862
https://openalex.org/subfields/2500,General Materials Science,https://openalex.org/fields/25,Materials Science,2018_2020,cit5,1687
https://openalex.org/subfields/2703,Anesthesiology and Pain Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,6732
https://openalex.org/subfields/3506,Periodontics,https://openalex.org/fields/35,Dentistry,2018_2020,cit5,11127
https://openalex.org/subfields/3309,Library and Information Sciences,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,1474
https://openalex.org/subfields/2216,Architecture,https://openalex.org/fields/22,Engineering,2018_2020,cit5,1767
https://openalex.org/subfields/2723,Immunology and Allergy,https://openalex.org/fields/27,Medicine,2018_2020,cit5,8278
https://openalex.org/subfields/3202,Applied Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,9005
https://openalex.org/subfields/2611,Modeling and Simulation,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,18012
https://openalex.org/subfields/1507,Fluid Flow and Transfer Processes,https://openalex.org/fields/15,Chemical Engineering,2018_2020,cit5,9523
https://openalex.org/subfields/3614,Radiological and Ultrasound Technology,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,8242
https://openalex.org/subfields/2602,Algebra and Number Theory,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,3470
https://openalex.org/subfields/2503,Ceramics and Composites,https://openalex.org/fields/25,Materials Science,2018_2020,cit5,8382
https://openalex.org/subfields/2733,Otorhinolaryngology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,8974
https://openalex.org/subfields/1704,Computer Graphics and Computer-Aided Design,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,2509
https://openalex.org/subfields/1503,Catalysis,https://openalex.org/fields/15,Chemical Engineering,2018_2020,cit5,12706
https://openalex.org/subfields/2807,Endocrine and Autonomic Systems,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,8711
https://openalex.org/subfields/1314,Physiology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,4778
https://openalex.org/subfields/2706,Critical Care and Intensive Care Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,9880
https://openalex.org/subfields/1712,Software,https://openalex.org/fields/17,Computer Science,2018_2020,cit5,4172
https://openalex.org/subfields/2406,Virology,https://openalex.org/fields/24,Immunology and Microbiology,2018_2020,cit5,6619
https://openalex.org/subfields/2612,Numerical Analysis,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,4300
https://openalex.org/subfields/1200,General Arts and Humanities,https://openalex.org/fields/12,Arts and Humanities,2018_2020,cit5,103
https://openalex.org/subfields/3505,Orthodontics,https://openalex.org/fields/35,Dentistry,2018_2020,cit5,10213
https://openalex.org/subfields/2614,Theoretical Computer Science,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,470
https://openalex.org/subfields/1313,Molecular Medicine,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,16471
https://openalex.org/subfields/2717,Geriatrics and Gerontology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,10504
https://openalex.org/subfields/2702,Anatomy,https://openalex.org/fields/27,Medicine,2018_2020,cit5,595
https://openalex.org/subfields/2809,Sensory Systems,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,8595
https://openalex.org/subfields/2704,Biochemistry,https://openalex.org/fields/27,Medicine,2018_2020,cit5,11896
https://openalex.org/subfields/1315,Structural Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,1521
https://openalex.org/subfields/1502,Bioengineering,https://openalex.org/fields/15,Chemical Engineering,2018_2020,cit5,3324
https://openalex.org/subfields/3307,Human Factors and Ergonomics,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,4354
https://openalex.org/subfields/2724,Internal Medicine,https://openalex.org/fields/27,Medicine,2018_2020,cit5,5322
https://openalex.org/subfields/2102,Energy Engineering and Power Technology,https://openalex.org/fields/21,Energy,2018_2020,cit5,3764
https://openalex.org/subfields/1603,Electrochemistry,https://openalex.org/fields/16,Chemistry,2018_2020,cit5,4325
https://openalex.org/subfields/2607,Discrete Mathematics and Combinatorics,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,2362
https://openalex.org/subfields/3302,Archeology,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,535
https://openalex.org/subfields/2910,"Issues, ethics and legal aspects",https://openalex.org/fields/29,Nursing,2018_2020,cit5,981
https://openalex.org/subfields/2806,Developmental Neuroscience,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,4086
https://openalex.org/subfields/3200,General Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,621
https://openalex.org/subfields/3005,Toxicology,https://openalex.org/fields/30,"Pharmacology, Toxicology and Pharmaceutics",2018_2020,cit5,4688
https://openalex.org/subfields/1410,Industrial relations,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,123
https://openalex.org/subfields/1403,Business and International Management,https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,3245
https://openalex.org/subfields/3603,Complementary and Manual Therapy,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,2461
https://openalex.org/subfields/2100,General Energy,https://openalex.org/fields/21,Energy,2018_2020,cit5,1326
https://openalex.org/subfields/3206,Neuropsychology and Physiological Psychology,https://openalex.org/fields/32,Psychology,2018_2020,cit5,1658
https://openalex.org/subfields/2747,Transplantation,https://openalex.org/fields/27,Medicine,2018_2020,cit5,3443
https://openalex.org/subfields/2802,Behavioral Neuroscience,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,4079
https://openalex.org/subfields/2718,Health Informatics,https://openalex.org/fields/27,Medicine,2018_2020,cit5,1535
https://openalex.org/subfields/3607,Medical Laboratory Technology,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,860
https://openalex.org/subfields/1912,Space and Planetary Science,https://openalex.org/fields/19,Earth and Planetary Sciences,2018_2020,cit5,869
https://openalex.org/subfields/1409,"Tourism, Leisure and Hospitality Management",https://openalex.org/fields/14,"Business, Management and Accounting",2018_2020,cit5,1637
https://openalex.org/subfields/1309,Developmental Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,2150
https://openalex.org/subfields/2402,Applied Microbiology and Biotechnology,https://openalex.org/fields/24,Immunology and Microbiology,2018_2020,cit5,3801
https://openalex.org/subfields/3319,Life-span and Life-course Studies,https://openalex.org/fields/33,Social Sciences,2018_2020,cit5,552
https://openalex.org/subfields/1508,Process Chemistry and Technology,https://openalex.org/fields/15,Chemical Engineering,2018_2020,cit5,4247
https://openalex.org/subfields/1302,Aging,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",2018_2020,cit5,3128
https://openalex.org/subfields/2200,General Engineering,https://openalex.org/fields/22,Engineering,2018_2020,cit5,116
https://openalex.org/subfields/2714,Family Practice,https://openalex.org/fields/27,Medicine,2018_2020,cit5,2776
https://openalex.org/subfields/1800,General Decision Sciences,https://openalex.org/fields/18,Decision Sciences,2018_2020,cit5,2263
