field,country,year,n_authors
Agricultural and Biological Sciences,BR,2016,2
Agricultural and Biological Sciences,BR,2017,3
Agricultural and Biological Sciences,BR,2018,3
Agricultural and Biological Sciences,BR,2019,2
Agricultural and Biological Sciences,BR,2020,2
Agricultural and Biological Sciences,BR,2021,5
Agricultural and Biological Sciences,BR,2022,5
Agricultural and Biological Sciences,BR,2023,6
Agricultural and Biological Sciences,BR,2024,8
Agricultural and Biological Sciences,BY,2019,1
Agricultural and Biological Sciences,BY,2020,1
Agricultural and Biological Sciences,BY,2021,1
Agricultural and Biological Sciences,BY,2022,1
Agricultural and Biological Sciences,BY,2023,1
Agricultural and Biological Sciences,BY,2024,1
Agricultural and Biological Sciences,CA,2015,54
Agricultural and Biological Sciences,CA,2016,53
Agricultural and Biological Sciences,CA,2017,51
Agricultural and Biological Sciences,CA,2018,51
Agricultural and Biological Sciences,CA,2019,53
Agricultural and Biological Sciences,CA,2020,55
Agricultural and Biological Sciences,CA,2021,53
Agricultural and Biological Sciences,CA,2022,48
Agricultural and Biological Sciences,CA,2023,49
Agricultural and Biological Sciences,CA,2024,48
Agricultural and Biological Sciences,CH,2015,26
Agricultural and Biological Sciences,CH,2016,29
Agricultural and Biological Sciences,CH,2017,30
Agricultural and Biological Sciences,CH,2018,31
Agricultural and Biological Sciences,CH,2019,31
Agricultural and Biological Sciences,CH,2020,32
Agricultural and Biological Sciences,CH,2021,31
Agricultural and Biological Sciences,CH,2022,30
Agricultural and Biological Sciences,CH,2023,31
Agricultural and Biological Sciences,CH,2024,30
Agricultural and Biological Sciences,CI,2015,1
Agricultural and Biological Sciences,CI,2016,1
Agricultural and Biological Sciences,CI,2017,1
Agricultural and Biological Sciences,CN,2015,14
Agricultural and Biological Sciences,CN,2016,18
Agricultural and Biological Sciences,CN,2017,22
Agricultural and Biological Sciences,CN,2018,28
Agricultural and Biological Sciences,CN,2019,32
Agricultural and Biological Sciences,CN,2020,43
Agricultural and Biological Sciences,CN,2021,49
Agricultural and Biological Sciences,CN,2022,67
Agricultural and Biological Sciences,CN,2023,82
Agricultural and Biological Sciences,CN,2024,93
Agricultural and Biological Sciences,CNX,2015,20
Agricultural and Biological Sciences,CNX,2016,24
Agricultural and Biological Sciences,CNX,2017,28
Agricultural and Biological Sciences,CNX,2018,34
Agricultural and Biological Sciences,CNX,2019,37
Agricultural and Biological Sciences,CNX,2020,48
Agricultural and Biological Sciences,CNX,2021,55
Agricultural and Biological Sciences,CNX,2022,73
Agricultural and Biological Sciences,CNX,2023,88
Agricultural and Biological Sciences,CNX,2024,100
Agricultural and Biological Sciences,CO,2015,1
Agricultural and Biological Sciences,CO,2016,1
Agricultural and Biological Sciences,CO,2017,1
Agricultural and Biological Sciences,CO,2018,1
Agricultural and Biological Sciences,CO,2019,1
Agricultural and Biological Sciences,CO,2020,1
Agricultural and Biological Sciences,CO,2021,2
Agricultural and Biological Sciences,CO,2022,2
Agricultural and Biological Sciences,CO,2023,2
Agricultural and Biological Sciences,CO,2024,1
Agricultural and Biological Sciences,CY,2019,1
Agricultural and Biological Sciences,CY,2020,1
Agricultural and Biological Sciences,CY,2021,1
Agricultural and Biological Sciences,CY,2022,1
Agricultural and Biological Sciences,CY,2023,1
Agricultural and Biological Sciences,CY,2024,1
Agricultural and Biological Sciences,CZ,2015,14
Agricultural and Biological Sciences,CZ,2016,13
Agricultural and Biological Sciences,CZ,2017,12
Agricultural and Biological Sciences,CZ,2018,12
Agricultural and Biological Sciences,CZ,2019,13
Agricultural and Biological Sciences,CZ,2020,14
Agricultural and Biological Sciences,CZ,2021,15
Agricultural and Biological Sciences,CZ,2022,15
Agricultural and Biological Sciences,CZ,2023,15
Agricultural and Biological Sciences,CZ,2024,17
Agricultural and Biological Sciences,DE,2015,85
Agricultural and Biological Sciences,DE,2016,85
Agricultural and Biological Sciences,DE,2017,90
Agricultural and Biological Sciences,DE,2018,90
Agricultural and Biological Sciences,DE,2019,93
Agricultural and Biological Sciences,DE,2020,98
Agricultural and Biological Sciences,DE,2021,100
Agricultural and Biological Sciences,DE,2022,103
Agricultural and Biological Sciences,DE,2023,99
Agricultural and Biological Sciences,DE,2024,96
Agricultural and Biological Sciences,DK,2015,6
Agricultural and Biological Sciences,DK,2016,6
Agricultural and Biological Sciences,DK,2017,8
Agricultural and Biological Sciences,DK,2018,8
Agricultural and Biological Sciences,DK,2019,9
Agricultural and Biological Sciences,DK,2020,9
Agricultural and Biological Sciences,DK,2021,9
Agricultural and Biological Sciences,DK,2022,10
Agricultural and Biological Sciences,DK,2023,10
Agricultural and Biological Sciences,DK,2024,9
Agricultural and Biological Sciences,EC,2023,1
Agricultural and Biological Sciences,EC,2024,1
Agricultural and Biological Sciences,EE,2015,1
Agricultural and Biological Sciences,EE,2016,1
Agricultural and Biological Sciences,EE,2017,1
Agricultural and Biological Sciences,EE,2018,1
Agricultural and Biological Sciences,EE,2019,1
Agricultural and Biological Sciences,EE,2020,2
Agricultural and Biological Sciences,EE,2021,3
Agricultural and Biological Sciences,EE,2022,3
Agricultural and Biological Sciences,EE,2023,3
Agricultural and Biological Sciences,EE,2024,3
Agricultural and Biological Sciences,ES,2015,16
Agricultural and Biological Sciences,ES,2016,17
Agricultural and Biological Sciences,ES,2017,20
Agricultural and Biological Sciences,ES,2018,25
Agricultural and Biological Sciences,ES,2019,26
Agricultural and Biological Sciences,ES,2020,28
Agricultural and Biological Sciences,ES,2021,29
Agricultural and Biological Sciences,ES,2022,31
Agricultural and Biological Sciences,ES,2023,32
Agricultural and Biological Sciences,ES,2024,32
Agricultural and Biological Sciences,ET,2018,1
Agricultural and Biological Sciences,ET,2019,1
Agricultural and Biological Sciences,ET,2020,1
Agricultural and Biological Sciences,ET,2021,1
Agricultural and Biological Sciences,ET,2022,1
Agricultural and Biological Sciences,ET,2023,1
Agricultural and Biological Sciences,ET,2024,1
Agricultural and Biological Sciences,FI,2015,4
Agricultural and Biological Sciences,FI,2016,4
Agricultural and Biological Sciences,FI,2017,5
Agricultural and Biological Sciences,FI,2018,4
Agricultural and Biological Sciences,FI,2019,4
Agricultural and Biological Sciences,FI,2020,4
Agricultural and Biological Sciences,FI,2021,4
Agricultural and Biological Sciences,FI,2022,4
Agricultural and Biological Sciences,FI,2023,5
Agricultural and Biological Sciences,FI,2024,5
Agricultural and Biological Sciences,FR,2015,32
Agricultural and Biological Sciences,FR,2016,35
Agricultural and Biological Sciences,FR,2017,34
Agricultural and Biological Sciences,FR,2018,33
Agricultural and Biological Sciences,FR,2019,32
Agricultural and Biological Sciences,FR,2020,32
Agricultural and Biological Sciences,FR,2021,31
Agricultural and Biological Sciences,FR,2022,30
Agricultural and Biological Sciences,FR,2023,30
Agricultural and Biological Sciences,FR,2024,29
Agricultural and Biological Sciences,GB,2015,213
Agricultural and Biological Sciences,GB,2016,206
Agricultural and Biological Sciences,GB,2017,205
Agricultural and Biological Sciences,GB,2018,201
Agricultural and Biological Sciences,GB,2019,192
Agricultural and Biological Sciences,GB,2020,182
Agricultural and Biological Sciences,GB,2021,174
Agricultural and Biological Sciences,GB,2022,167
Agricultural and Biological Sciences,GB,2023,158
Agricultural and Biological Sciences,GB,2024,148
Agricultural and Biological Sciences,GE,2020,1
Agricultural and Biological Sciences,GE,2021,1
Agricultural and Biological Sciences,GE,2022,1
Agricultural and Biological Sciences,GE,2023,1
Agricultural and Biological Sciences,GE,2024,1
Agricultural and Biological Sciences,GH,2015,1
Agricultural and Biological Sciences,GH,2016,1
Agricultural and Biological Sciences,GH,2017,1
Agricultural and Biological Sciences,GH,2018,1
Agricultural and Biological Sciences,GH,2019,1
Agricultural and Biological Sciences,GH,2020,1
Agricultural and Biological Sciences,GH,2021,1
Agricultural and Biological Sciences,GH,2022,1
Agricultural and Biological Sciences,GH,2023,1
Agricultural and Biological Sciences,GH,2024,1
Agricultural and Biological Sciences,GR,2015,2
Agricultural and Biological Sciences,GR,2016,2
Agricultural and Biological Sciences,GR,2017,2
Agricultural and Biological Sciences,GR,2018,2
Agricultural and Biological Sciences,GR,2019,2
Agricultural and Biological Sciences,GR,2020,2
Agricultural and Biological Sciences,GR,2021,2
Agricultural and Biological Sciences,GR,2022,2
Agricultural and Biological Sciences,GR,2023,2
Agricultural and Biological Sciences,GR,2024,3
Agricultural and Biological Sciences,HK,2015,2
Agricultural and Biological Sciences,HK,2016,2
Agricultural and Biological Sciences,HK,2017,2
Agricultural and Biological Sciences,HK,2018,3
Agricultural and Biological Sciences,HK,2019,3
Agricultural and Biological Sciences,HK,2020,3
Agricultural and Biological Sciences,HK,2021,3
Agricultural and Biological Sciences,HK,2022,3
Agricultural and Biological Sciences,HK,2023,3
Agricultural and Biological Sciences,HK,2024,3
Agricultural and Biological Sciences,HR,2021,1
Agricultural and Biological Sciences,HR,2022,1
Agricultural and Biological Sciences,HR,2023,1
Agricultural and Biological Sciences,HR,2024,1
Agricultural and Biological Sciences,HU,2015,7
Agricultural and Biological Sciences,HU,2016,7
Agricultural and Biological Sciences,HU,2017,5
Agricultural and Biological Sciences,HU,2018,4
Agricultural and Biological Sciences,HU,2019,4
Agricultural and Biological Sciences,HU,2020,4
Agricultural and Biological Sciences,HU,2021,3
Agricultural and Biological Sciences,HU,2022,4
Agricultural and Biological Sciences,HU,2023,4
Agricultural and Biological Sciences,HU,2024,4
Agricultural and Biological Sciences,ID,2024,1
Agricultural and Biological Sciences,IE,2015,8
Agricultural and Biological Sciences,IE,2016,7
Agricultural and Biological Sciences,IE,2017,6
Agricultural and Biological Sciences,IE,2018,7
Agricultural and Biological Sciences,IE,2019,7
Agricultural and Biological Sciences,IE,2020,7
Agricultural and Biological Sciences,IE,2021,6
Agricultural and Biological Sciences,IE,2022,6
Agricultural and Biological Sciences,IE,2023,7
Agricultural and Biological Sciences,IE,2024,8
Agricultural and Biological Sciences,IL,2015,11
Agricultural and Biological Sciences,IL,2016,10
Agricultural and Biological Sciences,IL,2017,10
Agricultural and Biological Sciences,IL,2018,8
Agricultural and Biological Sciences,IL,2019,8
Agricultural and Biological Sciences,IL,2020,8
Agricultural and Biological Sciences,IL,2021,9
Agricultural and Biological Sciences,IL,2022,7
Agricultural and Biological Sciences,IL,2023,6
Agricultural and Biological Sciences,IL,2024,6
Agricultural and Biological Sciences,IN,2015,7
Agricultural and Biological Sciences,IN,2016,7
Agricultural and Biological Sciences,IN,2017,7
Agricultural and Biological Sciences,IN,2018,7
Agricultural and Biological Sciences,IN,2019,8
Agricultural and Biological Sciences,IN,2020,9
Agricultural and Biological Sciences,IN,2021,9
Agricultural and Biological Sciences,IN,2022,12
Agricultural and Biological Sciences,IN,2023,16
Agricultural and Biological Sciences,IN,2024,21
Agricultural and Biological Sciences,IR,2020,1
Agricultural and Biological Sciences,IR,2021,1
Agricultural and Biological Sciences,IR,2022,1
Agricultural and Biological Sciences,IR,2023,2
Agricultural and Biological Sciences,IR,2024,2
Agricultural and Biological Sciences,IT,2015,16
Agricultural and Biological Sciences,IT,2016,15
Agricultural and Biological Sciences,IT,2017,14
Agricultural and Biological Sciences,IT,2018,12
Agricultural and Biological Sciences,IT,2019,14
Agricultural and Biological Sciences,IT,2020,14
Agricultural and Biological Sciences,IT,2021,16
Agricultural and Biological Sciences,IT,2022,19
Agricultural and Biological Sciences,IT,2023,21
Agricultural and Biological Sciences,IT,2024,21
Agricultural and Biological Sciences,JP,2015,38
Agricultural and Biological Sciences,JP,2016,40
Agricultural and Biological Sciences,JP,2017,38
Agricultural and Biological Sciences,JP,2018,39
Agricultural and Biological Sciences,JP,2019,40
Agricultural and Biological Sciences,JP,2020,44
Agricultural and Biological Sciences,JP,2021,42
Agricultural and Biological Sciences,JP,2022,42
Agricultural and Biological Sciences,JP,2023,39
Agricultural and Biological Sciences,JP,2024,39
Agricultural and Biological Sciences,KE,2015,2
Agricultural and Biological Sciences,KE,2016,2
Agricultural and Biological Sciences,KE,2017,2
Agricultural and Biological Sciences,KE,2018,2
Agricultural and Biological Sciences,KE,2019,2
Agricultural and Biological Sciences,KE,2020,2
Agricultural and Biological Sciences,KE,2021,1
Agricultural and Biological Sciences,KE,2022,3
Agricultural and Biological Sciences,KE,2023,3
Agricultural and Biological Sciences,KE,2024,3
Agricultural and Biological Sciences,KH,2015,1
Agricultural and Biological Sciences,KH,2016,1
Agricultural and Biological Sciences,KH,2017,1
Agricultural and Biological Sciences,KH,2018,1
Agricultural and Biological Sciences,KH,2019,1
Agricultural and Biological Sciences,KR,2015,6
Agricultural and Biological Sciences,KR,2016,7
Agricultural and Biological Sciences,KR,2017,5
Agricultural and Biological Sciences,KR,2018,6
Agricultural and Biological Sciences,KR,2019,6
Agricultural and Biological Sciences,KR,2020,6
Agricultural and Biological Sciences,KR,2021,8
Agricultural and Biological Sciences,KR,2022,10
Agricultural and Biological Sciences,KR,2023,11
Agricultural and Biological Sciences,KR,2024,14
Agricultural and Biological Sciences,LB,2022,1
Agricultural and Biological Sciences,LB,2023,1
Agricultural and Biological Sciences,LB,2024,1
Agricultural and Biological Sciences,LK,2015,1
Agricultural and Biological Sciences,LK,2016,1
Agricultural and Biological Sciences,LK,2017,1
Agricultural and Biological Sciences,LK,2018,1
Agricultural and Biological Sciences,LK,2019,1
Agricultural and Biological Sciences,LK,2020,1
Agricultural and Biological Sciences,LK,2021,1
Agricultural and Biological Sciences,LK,2022,1
Agricultural and Biological Sciences,LK,2023,1
Agricultural and Biological Sciences,LK,2024,1
Agricultural and Biological Sciences,LV,2019,1
Agricultural and Biological Sciences,LV,2020,1
Agricultural and Biological Sciences,LV,2021,1
Agricultural and Biological Sciences,LV,2023,1
Agricultural and Biological Sciences,LV,2024,1
Agricultural and Biological Sciences,MA,2015,6
Agricultural and Biological Sciences,MA,2016,5
Agricultural and Biological Sciences,MA,2017,5
Agricultural and Biological Sciences,MA,2018,5
Agricultural and Biological Sciences,MA,2019,4
Agricultural and Biological Sciences,MA,2020,3
Agricultural and Biological Sciences,MA,2021,2
Agricultural and Biological Sciences,MA,2022,2
Agricultural and Biological Sciences,MA,2023,2
Agricultural and Biological Sciences,MA,2024,2
Agricultural and Biological Sciences,ML,2015,1
Agricultural and Biological Sciences,ML,2016,1
Agricultural and Biological Sciences,ML,2017,1
Agricultural and Biological Sciences,ML,2018,1
Agricultural and Biological Sciences,ML,2019,1
Agricultural and Biological Sciences,ML,2020,1
Agricultural and Biological Sciences,ML,2021,1
Agricultural and Biological Sciences,ML,2022,1
Agricultural and Biological Sciences,ML,2023,1
Agricultural and Biological Sciences,ML,2024,1
Agricultural and Biological Sciences,MX,2015,6
Agricultural and Biological Sciences,MX,2016,8
Agricultural and Biological Sciences,MX,2017,7
Agricultural and Biological Sciences,MX,2018,8
Agricultural and Biological Sciences,MX,2019,8
Agricultural and Biological Sciences,MX,2020,8
Agricultural and Biological Sciences,MX,2021,8
Agricultural and Biological Sciences,MX,2022,8
Agricultural and Biological Sciences,MX,2023,8
Agricultural and Biological Sciences,MX,2024,8
Agricultural and Biological Sciences,MY,2023,2
Agricultural and Biological Sciences,MY,2024,2
Agricultural and Biological Sciences,NG,2022,1
Agricultural and Biological Sciences,NG,2023,1
Agricultural and Biological Sciences,NG,2024,1
Agricultural and Biological Sciences,NL,2015,42
Agricultural and Biological Sciences,NL,2016,43
Agricultural and Biological Sciences,NL,2017,42
Agricultural and Biological Sciences,NL,2018,48
Agricultural and Biological Sciences,NL,2019,49
Agricultural and Biological Sciences,NL,2020,50
Agricultural and Biological Sciences,NL,2021,49
Agricultural and Biological Sciences,NL,2022,48
Agricultural and Biological Sciences,NL,2023,48
Agricultural and Biological Sciences,NL,2024,46
Agricultural and Biological Sciences,NO,2015,6
Agricultural and Biological Sciences,NO,2016,6
Agricultural and Biological Sciences,NO,2017,6
Agricultural and Biological Sciences,NO,2018,6
Agricultural and Biological Sciences,NO,2019,6
Agricultural and Biological Sciences,NO,2020,7
Agricultural and Biological Sciences,NO,2021,7
Agricultural and Biological Sciences,NO,2022,5
Agricultural and Biological Sciences,NO,2023,6
Agricultural and Biological Sciences,NO,2024,6
Agricultural and Biological Sciences,NZ,2015,9
Agricultural and Biological Sciences,NZ,2016,10
Agricultural and Biological Sciences,NZ,2017,11
Agricultural and Biological Sciences,NZ,2018,11
Agricultural and Biological Sciences,NZ,2019,10
Agricultural and Biological Sciences,NZ,2020,10
Agricultural and Biological Sciences,NZ,2021,9
Agricultural and Biological Sciences,NZ,2022,8
Agricultural and Biological Sciences,NZ,2023,9
Agricultural and Biological Sciences,NZ,2024,9
Agricultural and Biological Sciences,OM,2019,1
Agricultural and Biological Sciences,OM,2020,1
Agricultural and Biological Sciences,OM,2021,1
Agricultural and Biological Sciences,OM,2022,1
Agricultural and Biological Sciences,OM,2023,1
Agricultural and Biological Sciences,OM,2024,2
Agricultural and Biological Sciences,PA,2015,6
Agricultural and Biological Sciences,PA,2016,4
Agricultural and Biological Sciences,PA,2017,3
Agricultural and Biological Sciences,PA,2018,3
Agricultural and Biological Sciences,PA,2019,3
Agricultural and Biological Sciences,PA,2020,2
Agricultural and Biological Sciences,PA,2021,2
Agricultural and Biological Sciences,PA,2022,2
Agricultural and Biological Sciences,PA,2023,2
Agricultural and Biological Sciences,PA,2024,2
Agricultural and Biological Sciences,PE,2015,2
Agricultural and Biological Sciences,PE,2016,2
Agricultural and Biological Sciences,PE,2017,2
Agricultural and Biological Sciences,PE,2018,2
Agricultural and Biological Sciences,PE,2019,2
Agricultural and Biological Sciences,PE,2020,1
Agricultural and Biological Sciences,PE,2021,1
Agricultural and Biological Sciences,PE,2022,1
Agricultural and Biological Sciences,PE,2023,1
Agricultural and Biological Sciences,PE,2024,1
Agricultural and Biological Sciences,PH,2015,5
Agricultural and Biological Sciences,PH,2016,5
Agricultural and Biological Sciences,PH,2017,5
Agricultural and Biological Sciences,PH,2018,7
Agricultural and Biological Sciences,PH,2019,8
Agricultural and Biological Sciences,PH,2020,8
Agricultural and Biological Sciences,PH,2021,8
Agricultural and Biological Sciences,PH,2022,8
Agricultural and Biological Sciences,PH,2023,10
Agricultural and Biological Sciences,PH,2024,11
Agricultural and Biological Sciences,PK,2015,1
Agricultural and Biological Sciences,PK,2016,1
Agricultural and Biological Sciences,PK,2017,1
Agricultural and Biological Sciences,PK,2018,2
Agricultural and Biological Sciences,PK,2019,3
Agricultural and Biological Sciences,PK,2020,4
Agricultural and Biological Sciences,PK,2021,6
Agricultural and Biological Sciences,PK,2022,8
Agricultural and Biological Sciences,PK,2023,8
Agricultural and Biological Sciences,PK,2024,11
Agricultural and Biological Sciences,PL,2015,2
Agricultural and Biological Sciences,PL,2016,1
Agricultural and Biological Sciences,PL,2017,1
Agricultural and Biological Sciences,PL,2018,1
Agricultural and Biological Sciences,PL,2019,1
Agricultural and Biological Sciences,PL,2020,1
Agricultural and Biological Sciences,PL,2021,1
Agricultural and Biological Sciences,PL,2022,2
Agricultural and Biological Sciences,PL,2023,2
Agricultural and Biological Sciences,PL,2024,2
Agricultural and Biological Sciences,PT,2015,3
Agricultural and Biological Sciences,PT,2016,3
Agricultural and Biological Sciences,PT,2017,4
Agricultural and Biological Sciences,PT,2018,4
Agricultural and Biological Sciences,PT,2019,5
Agricultural and Biological Sciences,PT,2020,5
Agricultural and Biological Sciences,PT,2021,6
Agricultural and Biological Sciences,PT,2022,7
Agricultural and Biological Sciences,PT,2023,8
Agricultural and Biological Sciences,PT,2024,8
Agricultural and Biological Sciences,RS,2024,1
Agricultural and Biological Sciences,RU,2015,4
Agricultural and Biological Sciences,RU,2016,5
Agricultural and Biological Sciences,RU,2017,5
Agricultural and Biological Sciences,RU,2018,5
Agricultural and Biological Sciences,RU,2019,5
Agricultural and Biological Sciences,RU,2020,4
Agricultural and Biological Sciences,RU,2021,5
Agricultural and Biological Sciences,RU,2022,4
Agricultural and Biological Sciences,RU,2023,4
Agricultural and Biological Sciences,RU,2024,4
Agricultural and Biological Sciences,SA,2015,8
Agricultural and Biological Sciences,SA,2016,10
Agricultural and Biological Sciences,SA,2017,13
Agricultural and Biological Sciences,SA,2018,13
Agricultural and Biological Sciences,SA,2019,14
Agricultural and Biological Sciences,SA,2020,16
Agricultural and Biological Sciences,SA,2021,15
Agricultural and Biological Sciences,SA,2022,19
Agricultural and Biological Sciences,SA,2023,19
Agricultural and Biological Sciences,SA,2024,20
Agricultural and Biological Sciences,SE,2015,18
Agricultural and Biological Sciences,SE,2016,18
Agricultural and Biological Sciences,SE,2017,17
Agricultural and Biological Sciences,SE,2018,17
Agricultural and Biological Sciences,SE,2019,15
Agricultural and Biological Sciences,SE,2020,15
Agricultural and Biological Sciences,SE,2021,17
Agricultural and Biological Sciences,SE,2022,17
Agricultural and Biological Sciences,SE,2023,18
Agricultural and Biological Sciences,SE,2024,19
Agricultural and Biological Sciences,SG,2015,1
Agricultural and Biological Sciences,SG,2016,1
Agricultural and Biological Sciences,SG,2017,1
Agricultural and Biological Sciences,SG,2018,1
Agricultural and Biological Sciences,SG,2019,1
Agricultural and Biological Sciences,SG,2020,1
Agricultural and Biological Sciences,SG,2021,1
Agricultural and Biological Sciences,SG,2022,2
Agricultural and Biological Sciences,SG,2023,2
Agricultural and Biological Sciences,SG,2024,2
Agricultural and Biological Sciences,SK,2020,1
Agricultural and Biological Sciences,SK,2021,1
Agricultural and Biological Sciences,SK,2022,1
Agricultural and Biological Sciences,SK,2023,1
Agricultural and Biological Sciences,SK,2024,2
Agricultural and Biological Sciences,SL,2015,1
Agricultural and Biological Sciences,SL,2016,1
Agricultural and Biological Sciences,SL,2017,1
Agricultural and Biological Sciences,SL,2018,1
Agricultural and Biological Sciences,SL,2023,1
Agricultural and Biological Sciences,SL,2024,1
Agricultural and Biological Sciences,TH,2015,1
Agricultural and Biological Sciences,TH,2016,1
Agricultural and Biological Sciences,TH,2017,1
Agricultural and Biological Sciences,TH,2018,1
Agricultural and Biological Sciences,TH,2019,1
Agricultural and Biological Sciences,TH,2020,1
Agricultural and Biological Sciences,TH,2021,1
Agricultural and Biological Sciences,TH,2022,1
Agricultural and Biological Sciences,TH,2023,1
Agricultural and Biological Sciences,TH,2024,2
Agricultural and Biological Sciences,TN,2021,1
Agricultural and Biological Sciences,TN,2022,1
Agricultural and Biological Sciences,TN,2023,1
Agricultural and Biological Sciences,TN,2024,1
Agricultural and Biological Sciences,TR,2015,2
Agricultural and Biological Sciences,TR,2016,2
Agricultural and Biological Sciences,TR,2017,2
Agricultural and Biological Sciences,TR,2018,2
Agricultural and Biological Sciences,TR,2019,2
Agricultural and Biological Sciences,TR,2020,2
Agricultural and Biological Sciences,TR,2021,2
Agricultural and Biological Sciences,TR,2022,2
Agricultural and Biological Sciences,TR,2023,2
Agricultural and Biological Sciences,TR,2024,3
Agricultural and Biological Sciences,TW,2015,4
Agricultural and Biological Sciences,TW,2016,4
Agricultural and Biological Sciences,TW,2017,4
Agricultural and Biological Sciences,TW,2018,3
Agricultural and Biological Sciences,TW,2019,2
Agricultural and Biological Sciences,TW,2020,2
Agricultural and Biological Sciences,TW,2021,3
Agricultural and Biological Sciences,TW,2022,3
Agricultural and Biological Sciences,TW,2023,3
Agricultural and Biological Sciences,TW,2024,4
Agricultural and Biological Sciences,TZ,2018,1
Agricultural and Biological Sciences,TZ,2019,1
Agricultural and Biological Sciences,TZ,2020,1
Agricultural and Biological Sciences,TZ,2021,1
Agricultural and Biological Sciences,TZ,2022,1
Agricultural and Biological Sciences,TZ,2023,1
Agricultural and Biological Sciences,TZ,2024,1
Agricultural and Biological Sciences,US,2015,532
Agricultural and Biological Sciences,US,2016,521
Agricultural and Biological Sciences,US,2017,508
Agricultural and Biological Sciences,US,2018,495
Agricultural and Biological Sciences,US,2019,492
Agricultural and Biological Sciences,US,2020,473
Agricultural and Biological Sciences,US,2021,453
Agricultural and Biological Sciences,US,2022,441
Agricultural and Biological Sciences,US,2023,421
Agricultural and Biological Sciences,US,2024,406
Agricultural and Biological Sciences,UY,2023,1
Agricultural and Biological Sciences,UY,2024,1
Agricultural and Biological Sciences,VE,2023,1
Agricultural and Biological Sciences,VE,2024,1
Agricultural and Biological Sciences,VN,2015,4
Agricultural and Biological Sciences,VN,2016,4
Agricultural and Biological Sciences,VN,2017,3
Agricultural and Biological Sciences,VN,2018,3
Agricultural and Biological Sciences,VN,2019,3
Agricultural and Biological Sciences,VN,2020,3
Agricultural and Biological Sciences,VN,2021,2
Agricultural and Biological Sciences,VN,2022,2
Agricultural and Biological Sciences,VN,2023,2
Agricultural and Biological Sciences,VN,2024,2
Agricultural and Biological Sciences,ZA,2015,8
Agricultural and Biological Sciences,ZA,2016,8
Agricultural and Biological Sciences,ZA,2017,9
Agricultural and Biological Sciences,ZA,2018,9
Agricultural and Biological Sciences,ZA,2019,10
Agricultural and Biological Sciences,ZA,2020,11
Agricultural and Biological Sciences,ZA,2021,11
Agricultural and Biological Sciences,ZA,2022,11
Agricultural and Biological Sciences,ZA,2023,12
Agricultural and Biological Sciences,ZA,2024,13
Agricultural and Biological Sciences,ZW,2015,1
Agricultural and Biological Sciences,ZW,2016,1
Agricultural and Biological Sciences,ZW,2017,1
Agricultural and Biological Sciences,ZW,2018,1
Agricultural and Biological Sciences,ZW,2019,1
Agricultural and Biological Sciences,ZW,2020,1
Arts and Humanities,AE,2015,1
Arts and Humanities,AE,2016,1
Arts and Humanities,AE,2017,1
Arts and Humanities,AE,2018,1
Arts and Humanities,AE,2019,1
Arts and Humanities,AE,2020,1
Arts and Humanities,AE,2021,1
Arts and Humanities,AE,2022,1
Arts and Humanities,AE,2023,1
Arts and Humanities,AE,2024,1
Arts and Humanities,AT,2015,4
Arts and Humanities,AT,2016,4
Arts and Humanities,AT,2017,7
Arts and Humanities,AT,2018,7
Arts and Humanities,AT,2019,7
Arts and Humanities,AT,2020,6
